passage_id,neighbor_id,rank,similarity
p1332,p0502,5,0.824402
p1333,p0237,1,0.845718
p1333,p0406,2,0.842617
p1333,p0404,3,0.831003
p1333,p0231,4,0.827878
p1333,p0082,5,0.820511
p1334,p1320,1,0.913748
p1334,p1331,2,0.911387
p1334,p1310,3,0.878677
p1334,p0893,4,0.878518
p1334,p1325,5,0.867798
p1335,p0690,1,0.869842
p1335,p0636,2,0.864365
p1335,p1368,3,0.849051
p1335,p1268,4,0.845863
p1335,p1254,5,0.843521
p1336,p1370,1,0.787794
p1336,p1343,2,0.777804
p1336,p1367,3,0.771304
p1336,p1379,4,0.766698
p1336,p1389,5,0.766267
p1337,p1288,1,0.826212
p1337,p1673,2,0.806386
p1337,p1650,3,0.802988
p1337,p1346,4,0.794411
p1337,p1371,5,0.793998
p1338,p1288,1,0.856690
p1338,p0930,2,0.849134
p1338,p1391,3,0.842780
p1338,p1344,4,0.841722
p1338,p1378,5,0.841498
p1339,p1379,1,0.836340
p1339,p1344,2,0.823117
p1339,p0763,3,0.822240
p1339,p1142,4,0.818709
p1339,p1376,5,0.805898
p1340,p1250,1,0.775932
p1340,p1389,2,0.758617
p1340,p1351,3,0.749533
p1340,p1363,4,0.742881
p1340,p1183,5,0.741545
p1341,p1090,1,0.736626
p1341,p1042,2,0.732957
p1341,p0057,3,0.729790
p1341,p1219,4,0.727471
p1341,p1351,5,0.722759
p1342,p1252,1,0.696506
p1342,p1388,2,0.681509
p1342,p1350,3,0.653980
p1342,p1380,4,0.639822
p1342,p1343,5,0.636597
p1343,p1379,1,0.816134
p1343,p1364,2,0.813689
p1343,p0921,3,0.807773
p1343,p1351,4,0.807293
p1343,p1369,5,0.804408
p1344,p0763,1,0.887088
p1344,p1382,2,0.875362
p1344,p1710,3,0.872586
p1344,p1086,4,0.869094
p1344,p0690,5,0.868405
p1345,p0763,1,0.739586
p1345,p1090,2,0.712429
p1345,p1659,3,0.693117
p1345,p1219,4,0.689380
p1345,p1389,5,0.674082
p1346,p1288,1,0.831542
p1346,p1347,2,0.814043
p1346,p1358,3,0.812471
p1346,p1367,4,0.797982
p1346,p1338,5,0.797143
p1347,p1367,1,0.831381
p1347,p0857,2,0.827926
p1347,p1260,3,0.820928
p1347,p1288,4,0.818608
p1347,p1344,5,0.816054
p1348,p0005,1,0.724220
p1348,p1721,2,0.719919
p1348,p0012,3,0.716588
p1348,p1194,4,0.715758
p1348,p0692,5,0.715137
p1349,p1576,1,0.789006
p1349,p1721,2,0.780347
p1349,p1397,3,0.779261
p1349,p1706,4,0.771622
p1349,p1124,5,0.770566
p1350,p1590,1,0.750869
p1350,p1370,2,0.706321
p1350,p1038,3,0.702611
p1350,p1601,4,0.699822
p1350,p1708,5,0.694692
p1351,p1542,1,0.827194
p1351,p0038,2,0.825012
p1351,p1374,3,0.824891
p1351,p1086,4,0.821881
p1351,p1376,5,0.817324
p1352,p1250,1,0.783180
p1352,p1376,2,0.757710
p1352,p0763,3,0.756954
p1352,p1429,4,0.748733
p1352,p1157,5,0.734855
p1353,p1377,1,0.767196
p1353,p1430,2,0.731403
p1353,p1351,3,0.730528
p1353,p1247,4,0.727586
p1353,p1253,5,0.726547
p1354,p1376,1,0.849687
p1354,p0763,2,0.806686
p1354,p1379,3,0.784631
p1354,p1344,4,0.781639
p1354,p1367,5,0.769653
p1355,p1372,1,0.654225
p1355,p1532,2,0.629956
p1355,p1543,3,0.627101
p1355,p1339,4,0.624469
p1355,p0946,5,0.622966
p1356,p1431,1,0.718880
p1356,p1250,2,0.715132
p1356,p1601,3,0.705425
p1356,p1193,4,0.700537
p1356,p1027,5,0.686626
p1357,p1644,1,0.787273
p1357,p0536,2,0.785652
p1357,p1393,3,0.781800
p1357,p0396,4,0.778112
p1357,p1000,5,0.771983
p1358,p1346,1,0.812471
p1358,p1338,2,0.783357
p1358,p1391,3,0.762505
p1358,p1367,4,0.757677
p1358,p1347,5,0.756383
p1359,p1719,1,0.851996
p1359,p1378,2,0.848663
p1359,p1142,3,0.832418
p1359,p1389,4,0.825860
p1359,p1696,5,0.818275
p1360,p1359,1,0.662944
p1360,p0236,2,0.645930
p1360,p1576,3,0.633361
p1360,p0192,4,0.632037
p1360,p0215,5,0.620778
p1361,p1394,1,0.840722
p1361,p1288,2,0.822797
p1361,p1674,3,0.817627
p1361,p1649,4,0.808717
p1361,p1650,5,0.800582
p1362,p1338,1,0.832483
p1362,p1346,2,0.781644
p1362,p1288,3,0.781018
p1362,p1394,4,0.745984
p1362,p1386,5,0.743022
p1363,p1250,1,0.811391
p1363,p1340,2,0.742881
p1363,p1090,3,0.737407
p1363,p1251,4,0.732772
p1363,p1271,5,0.721371
p1364,p1390,1,0.850470
p1364,p1379,2,0.833334
p1364,p1344,3,0.817646
p1364,p1343,4,0.813689
p1364,p1394,5,0.811688
p1365,p1501,1,0.777957
p1365,p1387,2,0.752533
p1365,p1388,3,0.740939
p1365,p1573,4,0.739624
p1365,p1014,5,0.733697
p1366,p0855,1,0.774951
p1366,p1388,2,0.766029
p1366,p1515,3,0.765063
p1366,p0853,4,0.757174
p1366,p1192,5,0.753675
p1367,p1347,1,0.831381
p1367,p1338,2,0.821722
p1367,p0763,3,0.821092
p1367,p0691,4,0.820965
p1367,p1000,5,0.820239
p1368,p1344,1,0.859183
p1368,p1335,2,0.849051
p1368,p1369,3,0.830124
p1368,p1186,4,0.826820
p1368,p1178,5,0.822520
p1369,p1178,1,0.895911
p1369,p0921,2,0.884242
p1369,p1710,3,0.882267
p1369,p0532,4,0.874782
p1369,p0554,5,0.874348
p1370,p1351,1,0.793444
p1370,p1336,2,0.787794
p1370,p1343,3,0.783648
p1370,p1250,4,0.777711
p1370,p1389,5,0.772400
p1371,p1674,1,0.799403
p1371,p1673,2,0.798524
p1371,p1337,3,0.793998
p1371,p1288,4,0.788321
p1371,p0930,5,0.784893
p1372,p0691,1,0.818131
p1372,p1347,2,0.807497
p1372,p1130,3,0.805253
p1372,p1344,4,0.799253
p1372,p0636,5,0.796595
p1373,p1364,1,0.790454
p1373,p0930,2,0.754837
p1373,p1343,3,0.750930
p1373,p1389,4,0.750012
p1373,p1719,5,0.743400
p1374,p0038,1,0.853731
p1374,p0550,2,0.849301
p1374,p1223,3,0.846299
p1374,p1622,4,0.845366
p1374,p1634,5,0.843839
p1375,p1185,1,0.999848
p1375,p1163,2,0.820918
p1375,p1125,3,0.800826
p1375,p1268,4,0.795977
p1375,p1142,5,0.793958
p1376,p1354,1,0.849687
p1376,p1379,2,0.821174
p1376,p1351,3,0.817324
p1376,p1367,4,0.817258
p1376,p1389,5,0.811971
p1377,p1353,1,0.767196
p1377,p1184,2,0.765888
p1377,p1351,3,0.755118
p1377,p0865,4,0.753777
p1377,p1674,5,0.753336
p1378,p1359,1,0.848663
p1378,p1338,2,0.841498
p1378,p1288,3,0.838570
p1378,p1344,4,0.828179
p1378,p1650,5,0.812879
p1379,p1344,1,0.851354
p1379,p1339,2,0.836340
p1379,p1364,3,0.833334
p1379,p1385,4,0.827439
p1379,p1376,5,0.821174
p1380,p1336,1,0.723371
p1380,p1379,2,0.720526
p1380,p1351,3,0.716153
p1380,p1367,4,0.701848
p1380,p1396,5,0.701597
p1381,p1253,1,0.747612
p1381,p1367,2,0.714601
p1381,p0468,3,0.700402
p1381,p1346,4,0.695031
p1381,p1000,5,0.690958
p1382,p1344,1,0.875362
p1382,p0763,2,0.856526
p1382,p1338,3,0.827231
p1382,p0690,4,0.824399
p1382,p1383,5,0.824027
p1383,p1338,1,0.833015
p1383,p0763,2,0.829374
p1383,p1344,3,0.828369
p1383,p1382,4,0.824027
p1383,p1391,5,0.816858
p1384,p1465,1,0.759247
p1384,p1563,2,0.750720
p1384,p1561,3,0.732462
p1384,p0775,4,0.722260
p1384,p0966,5,0.714259
p1385,p1379,1,0.827439
p1385,p1346,2,0.791584
p1385,p1396,3,0.782870
p1385,p1378,4,0.782798
p1385,p1260,5,0.777469
p1386,p1288,1,0.825197
p1386,p1394,2,0.821397
p1386,p1364,3,0.805774
p1386,p1086,4,0.804216
p1386,p1338,5,0.798933
p1387,p1501,1,0.855550
p1387,p1178,2,0.854161
p1387,p1101,3,0.852906
p1387,p1369,4,0.850926
p1387,p1223,5,0.840808
p1388,p1366,1,0.766029
p1388,p1367,2,0.750030
p1388,p0690,3,0.742901
p1388,p1365,4,0.740939
p1388,p1335,5,0.718960
p1389,p1719,1,0.846912
p1389,p1359,2,0.825860
p1389,p1376,3,0.811971
p1389,p1379,4,0.811666
p1389,p0763,5,0.809853
p1390,p1364,1,0.850470
p1390,p1288,2,0.830594
p1390,p1344,3,0.812379
p1390,p1394,4,0.806876
p1390,p1338,5,0.794634
p1391,p1338,1,0.842780
p1391,p1383,2,0.816858
p1391,p1359,3,0.814897
p1391,p1378,4,0.805279
p1391,p1382,5,0.800442
p1392,p1445,1,0.849888
p1392,p1338,2,0.809861
p1392,p0763,3,0.786113
p1392,p1344,4,0.785765
p1392,p1364,5,0.785054
p1393,p1394,1,0.875821
p1393,p1288,2,0.858724
p1393,p1649,3,0.833952
p1393,p0532,4,0.816396
p1393,p1000,5,0.815992
p1394,p1288,1,0.893600
p1394,p1650,2,0.880088
p1394,p1673,3,0.878738
p1394,p1393,4,0.875821
p1394,p1684,5,0.855204
p1395,p1657,1,0.827840
p1395,p0767,2,0.811076
p1395,p0923,3,0.809311
p1395,p1175,4,0.803176
p1395,p0637,5,0.800252
p1396,p1385,1,0.782870
p1396,p1379,2,0.775712
p1396,p1367,3,0.765259
p1396,p1346,4,0.761245
p1396,p1391,5,0.751839
p1397,p1399,1,0.994662
p1397,p1043,2,0.992382
p1397,p1230,3,0.992360
p1397,p1509,4,0.992132
p1397,p1702,5,0.991565
p1398,p1044,1,0.981150
p1398,p0889,2,0.977031
p1398,p0960,3,0.882646
p1398,p0042,4,0.809962
p1398,p0095,5,0.801337
p1399,p0961,1,0.996753
p1399,p1230,2,0.996570
p1399,p1043,3,0.996476
p1399,p1509,4,0.996139
p1399,p0888,5,0.995546
p1400,p1528,1,0.754345
p1400,p0618,2,0.739115
p1400,p1498,3,0.733500
p1400,p1543,4,0.715369
p1400,p1198,5,0.714052
p1401,p0484,1,0.738059
p1401,p1467,2,0.698839
p1401,p1484,3,0.690986
p1401,p0578,4,0.689545
p1401,p0372,5,0.677990
p1402,p1405,1,0.761477
p1402,p1644,2,0.718240
p1402,p1406,3,0.715926
p1402,p1236,4,0.710873
p1402,p1237,5,0.696853
p1403,p1406,1,0.775840
p1403,p0430,2,0.706036
p1403,p1405,3,0.704346
p1403,p1720,4,0.697478
p1403,p1402,5,0.665487
p1404,p1406,1,0.770835
p1404,p0315,2,0.734290
p1404,p0390,3,0.724411
p1404,p0214,4,0.723142
p1404,p1044,5,0.713919
p1405,p1644,1,0.847527
p1405,p0536,2,0.835795
p1405,p1399,3,0.830080
p1405,p0961,4,0.828182
p1405,p1509,5,0.827549
p1406,p0960,1,0.792156
p1406,p0315,2,0.783968
p1406,p0889,3,0.783919
p1406,p1044,4,0.783910
p1406,p0996,5,0.782644
p1407,p1121,1,0.837869
p1407,p0769,2,0.828313
p1407,p1565,3,0.823704
p1407,p0793,4,0.818005
p1407,p0790,5,0.817328
p1408,p0778,1,0.866377
p1408,p0715,2,0.856187
p1408,p1119,3,0.842443
p1408,p0795,4,0.841970
p1408,p0772,5,0.840247
p1409,p0790,1,0.826404
p1409,p0793,2,0.814670
p1409,p1408,3,0.808031
p1409,p1407,4,0.803030
p1409,p0794,5,0.794491
p1410,p0793,1,0.847592
p1410,p1561,2,0.837835
p1410,p0966,3,0.835430
p1410,p1464,4,0.820401
p1410,p0798,5,0.811843
p1411,p0832,1,0.837420
p1411,p0772,2,0.830601
p1411,p0816,3,0.818664
p1411,p1457,4,0.817977
p1411,p0803,5,0.815402
p1412,p1417,1,0.874200
p1412,p1617,2,0.860966
p1412,p0782,3,0.845697
p1412,p1074,4,0.845568
p1412,p1669,5,0.845521
p1413,p1554,1,0.809558
p1413,p1631,2,0.784570
p1413,p1617,3,0.781244
p1413,p1141,4,0.778272
p1413,p1412,5,0.778179
p1414,p1184,1,0.840986
p1414,p1554,2,0.826676
p1414,p1622,3,0.823054
p1414,p1659,4,0.823054
p1414,p0997,5,0.820512
p1415,p1064,1,0.800976
p1415,p1051,2,0.796442
p1415,p1042,3,0.785815
p1415,p1417,4,0.778026
p1415,p1280,5,0.777833
p1416,p0864,1,0.845717
p1416,p1412,2,0.834149
p1416,p1627,3,0.821422
p1416,p1268,4,0.819205
p1416,p1622,5,0.817950
p1417,p1412,1,0.874200
p1417,p1669,2,0.835499
p1417,p1530,3,0.827354
p1417,p1554,4,0.827057
p1417,p1447,5,0.817022
p1418,p1447,1,0.849377
p1418,p0013,2,0.839554
p1418,p1070,3,0.834806
p1418,p1627,4,0.829490
p1418,p1707,5,0.824906
p1419,p1417,1,0.788687
p1419,p1619,2,0.774380
p1419,p1028,3,0.772613
p1419,p1530,4,0.768805
p1419,p1274,5,0.767860
p1420,p1520,1,0.795730
p1420,p1647,2,0.769130
p1420,p1657,3,0.764794
p1420,p1028,4,0.761975
p1420,p0939,5,0.759954
p1421,p0978,1,0.818998
p1421,p1040,2,0.806244
p1421,p1437,3,0.802017
p1421,p1504,4,0.800048
p1421,p1094,5,0.790802
p1422,p0978,1,0.762742
p1422,p0774,2,0.761382
p1422,p0773,3,0.760967
p1422,p1653,4,0.755571
p1422,p1223,5,0.755308
p1423,p1447,1,0.835633
p1423,p0038,2,0.823194
p1423,p0769,3,0.820944
p1423,p1688,4,0.806747
p1423,p1436,5,0.805409
p1424,p1436,1,0.811812
p1424,p1691,2,0.776761
p1424,p1644,3,0.773147
p1424,p0042,4,0.763074
p1424,p0890,5,0.762081
p1425,p1040,1,0.824001
p1425,p1351,2,0.801703
p1425,p0606,3,0.781746
p1425,p0038,4,0.780411
p1425,p1435,5,0.779564
p1426,p1412,1,0.843179
p1426,p0782,2,0.828749
p1426,p1710,3,0.828686
p1426,p0769,4,0.828146
p1426,p1669,5,0.822525
p1427,p1428,1,0.753825
p1427,p1423,2,0.720129
p1427,p0768,3,0.705504
p1427,p1271,4,0.703758
p1427,p1491,5,0.700623
p1428,p1271,1,0.758530
p1428,p1427,2,0.753825
p1428,p1429,3,0.715661
p1428,p1033,4,0.690014
p1428,p1182,5,0.684909
p1429,p0057,1,0.820106
p1429,p1659,2,0.807356
p1429,p0607,3,0.800504
p1429,p0606,4,0.792363
p1429,p1187,5,0.791157
p1430,p0943,1,0.837882
p1430,p1710,2,0.834435
p1430,p0038,3,0.829432
p1430,p1707,4,0.820582
p1430,p0769,5,0.814236
p1431,p0817,1,0.834540
p1431,p1432,2,0.829868
p1431,p1068,3,0.827144
p1431,p1443,4,0.818545
p1431,p1440,5,0.816069
p1432,p0769,1,0.864188
p1432,p1412,2,0.840857
p1432,p1447,3,0.831554
p1432,p1431,4,0.829868
p1432,p1669,5,0.820870
p1433,p1062,1,0.812958
p1433,p1639,2,0.754439
p1433,p1615,3,0.748115
p1433,p1275,4,0.742403
p1433,p1429,5,0.714490
p1434,p1659,1,0.820477
p1434,p1042,2,0.798195
p1434,p1437,3,0.797810
p1434,p0769,4,0.789098
p1434,p1440,5,0.785375
p1435,p0038,1,0.818986
p1435,p1447,2,0.812747
p1435,p0761,3,0.809036
p1435,p0769,4,0.806308
p1435,p1437,5,0.802155
p1436,p1548,1,0.859946
p1436,p0042,2,0.846664
p1436,p1691,3,0.841162
p1436,p1649,4,0.838446
p1436,p0500,5,0.836405
p1437,p1040,1,0.851705
p1437,p1440,2,0.821229
p1437,p1548,3,0.817097
p1437,p0637,4,0.814829
p1437,p1042,5,0.809922
p1438,p1013,1,0.804418
p1438,p1603,2,0.800468
p1438,p1574,3,0.792327
p1438,p1638,4,0.791747
p1438,p0784,5,0.789151
p1439,p1708,1,0.720471
p1439,p1639,2,0.701552
p1439,p0057,3,0.697286
p1439,p1429,4,0.693259
p1439,p1062,5,0.692791
p1440,p0943,1,0.840105
p1440,p1437,2,0.821229
p1440,p1669,3,0.818025
p1440,p0710,4,0.817346
p1440,p1431,5,0.816069
p1441,p1442,1,0.756787
p1441,p1656,2,0.752806
p1441,p0997,3,0.751977
p1441,p1216,4,0.749035
p1441,p1624,5,0.742312
p1442,p0769,1,0.802796
p1442,p0921,2,0.800681
p1442,p0943,3,0.797063
p1442,p1430,4,0.795457
p1442,p1074,5,0.794709
p1443,p0710,1,0.856715
p1443,p1369,2,0.841976
p1443,p0680,3,0.823690
p1443,p0817,4,0.819113
p1443,p1431,5,0.818545
p1444,p1459,1,0.840745
p1444,p0680,2,0.834638
p1444,p0681,3,0.832880
p1444,p1293,4,0.832815
p1444,p1332,5,0.831512
p1445,p1392,1,0.849888
p1445,p1451,2,0.828059
p1445,p1302,3,0.825346
p1445,p1329,4,0.824323
p1445,p1464,5,0.824212
p1446,p1158,1,0.652043
p1446,p0880,2,0.636855
p1446,p1141,3,0.636816
p1446,p0462,4,0.629728
p1446,p1185,5,0.626115
p1447,p1418,1,0.849377
p1447,p1178,2,0.835862
p1447,p1423,3,0.835633
p1447,p1369,4,0.833903
p1447,p1432,5,0.831554
p1448,p1321,1,0.816495
p1448,p1452,2,0.813623
p1448,p1302,3,0.799270
p1448,p1455,4,0.796912
p1448,p1464,5,0.784422
p1449,p1302,1,0.851790
p1449,p1232,2,0.846339
p1449,p1455,3,0.844203
p1449,p1451,4,0.833772
p1449,p1452,5,0.830433
p1450,p0822,1,0.827539
p1450,p0818,2,0.801958
p1450,p1322,3,0.774942
p1450,p0304,4,0.769836
p1450,p0093,5,0.761730
p1451,p0825,1,0.886450
p1451,p1453,2,0.885015
p1451,p1302,3,0.879211
p1451,p1455,4,0.875613
p1451,p1462,5,0.867655
p1452,p1449,1,0.830433
p1452,p1448,2,0.813623
p1452,p1447,3,0.795856
p1452,p1232,4,0.792257
p1452,p1464,5,0.791848
p1453,p1462,1,0.905300
p1453,p0825,2,0.892269
p1453,p1460,3,0.890332
p1453,p1451,4,0.885015
p1453,p0893,5,0.880165
p1454,p1312,1,0.858935
p1454,p1334,2,0.854968
p1454,p1319,3,0.847667
p1454,p1310,4,0.840735
p1454,p1320,5,0.839825
p1455,p0819,1,0.912508
p1455,p1302,2,0.906266
p1455,p0825,3,0.898376
p1455,p0823,4,0.882804
p1455,p1459,5,0.879050
p1456,p1455,1,0.878424
p1456,p0832,2,0.868065
p1456,p1457,3,0.855467
p1456,p0780,4,0.850292
p1456,p0714,5,0.849884
p1457,p0804,1,0.902098
p1457,p0832,2,0.895627
p1457,p0825,3,0.885806
p1457,p1294,4,0.881866
p1457,p0779,5,0.881586
p1458,p1303,1,0.784220
p1458,p0708,2,0.765811
p1458,p0829,3,0.760291
p1458,p1232,4,0.755450
p1458,p0706,5,0.754339
p1459,p1642,1,0.888988
p1459,p0772,2,0.884191
p1459,p0827,3,0.883340
p1459,p1300,4,0.882160
p1459,p1232,5,0.881036
p1460,p1330,1,0.913903
p1460,p1316,2,0.904828
p1460,p1315,3,0.900171
p1460,p1453,4,0.890332
p1460,p0893,5,0.887908
p1461,p0833,1,0.913470
p1461,p0898,2,0.874588
p1461,p1300,3,0.866965
p1461,p0834,4,0.851277
p1461,p1453,5,0.847172
p1462,p1453,1,0.905300
p1462,p1463,2,0.891377
p1462,p1451,3,0.867655
p1462,p0825,4,0.862601
p1462,p1455,5,0.852746
p1463,p1462,1,0.891377
p1463,p1460,2,0.844774
p1463,p1454,3,0.838025
p1463,p1453,4,0.824893
p1463,p0825,5,0.824861
p1464,p0967,1,0.888988
p1464,p1329,2,0.884835
p1464,p1561,3,0.874748
p1464,p1313,4,0.868212
p1464,p1679,5,0.863280
p1465,p0967,1,0.808577
p1465,p1329,2,0.805459
p1465,p1683,3,0.794649
p1465,p1464,4,0.782103
p1465,p0966,5,0.781212
p1466,p0275,1,0.851126
p1466,p0270,2,0.838942
p1466,p0185,3,0.832056
p1466,p0289,4,0.818150
p1466,p0230,5,0.816752
p1467,p1471,1,0.814067
p1467,p1484,2,0.806768
p1467,p1468,3,0.792018
p1467,p1476,4,0.786502
p1467,p0580,5,0.779165
p1468,p1471,1,0.842018
p1468,p1476,2,0.820883
p1468,p1474,3,0.816645
p1468,p1470,4,0.800434
p1468,p1486,5,0.797584
p1469,p1475,1,0.789511
p1469,p1476,2,0.782640
p1469,p1486,3,0.768803
p1469,p1468,4,0.767405
p1469,p1467,5,0.765882
p1470,p1468,1,0.800434
p1470,p1471,2,0.783033
p1470,p1476,3,0.733066
p1470,p0475,4,0.713841
p1470,p0473,5,0.708944
p1471,p1468,1,0.842018
p1471,p1467,2,0.814067
p1471,p1476,3,0.789245
p1471,p1470,4,0.783033
p1471,p1644,5,0.766683
p1472,p0835,1,0.801875
p1472,p0844,2,0.799537
p1472,p1236,3,0.796621
p1472,p0842,4,0.796079
p1472,p0855,5,0.789738
p1473,p1492,1,0.767120
p1473,p1477,2,0.680397
p1473,p1409,3,0.661497
p1473,p1410,4,0.655813
p1473,p0770,5,0.655042
p1474,p1476,1,0.859511
p1474,p0411,2,0.838909
p1474,p1644,3,0.829288
p1474,p1486,4,0.822762
p1474,p1468,5,0.816645
p1475,p1478,1,0.810139
p1475,p1469,2,0.789511
p1475,p1481,3,0.770696
p1475,p1476,4,0.750686
p1475,p1492,5,0.746221
p1476,p1486,1,0.870886
p1476,p1474,2,0.859511
p1476,p0097,3,0.852527
p1476,p0411,4,0.849949
p1476,p1566,5,0.841915
p1477,p1476,1,0.774389
p1477,p1479,2,0.762756
p1477,p1486,3,0.754934
p1477,p0796,4,0.750645
p1477,p1474,5,0.746907
p1478,p1475,1,0.810139
p1478,p1494,2,0.777181
p1478,p1481,3,0.766449
p1478,p1471,4,0.733895
p1478,p1468,5,0.729900
p1479,p1482,1,0.837719
p1479,p1474,2,0.794810
p1479,p0037,3,0.787563
p1479,p1491,4,0.769702
p1479,p1472,5,0.768501
p1480,p1492,1,0.725055
p1480,p1471,2,0.693395
p1480,p1476,3,0.684826
p1480,p1470,4,0.673265
p1480,p1475,5,0.673097
p1481,p1475,1,0.770696
p1481,p1478,2,0.766449
p1481,p1471,3,0.756493
p1481,p1468,4,0.741051
p1481,p1495,5,0.728929
p1482,p1479,1,0.837719
p1482,p1495,2,0.773453
p1482,p1459,3,0.769903
p1482,p1484,4,0.765992
p1482,p1467,5,0.762379
p1483,p1677,1,0.722944
p1483,p1675,2,0.714251
p1483,p1688,3,0.707116
p1483,p0003,4,0.701463
p1483,p1228,5,0.699828
p1484,p0407,1,0.833005
p1484,p0215,2,0.824478
p1484,p1476,3,0.818292
p1484,p1696,4,0.816605
p1484,p0051,5,0.813713
p1485,p1484,1,0.804032
p1485,p1482,2,0.743653
p1485,p1476,3,0.742361
p1485,p1567,4,0.741618
p1485,p0978,5,0.736602
p1486,p1476,1,0.870886
p1486,p0473,2,0.864929
p1486,p0411,3,0.845157
p1486,p0478,4,0.840856
p1486,p0412,5,0.835067
p1487,p0475,1,0.726066
p1487,p0266,2,0.696879
p1487,p0218,3,0.694752
p1487,p0346,4,0.693983
p1487,p0161,5,0.692267
p1488,p1484,1,0.774177
p1488,p1219,2,0.722984
p1488,p0056,3,0.721740
p1488,p0051,4,0.711432
p1488,p1677,5,0.710849
p1489,p1468,1,0.763846
p1489,p0682,2,0.723693
p1489,p1494,3,0.722656
p1489,p1471,4,0.718731
p1489,p0473,5,0.718677
p1490,p1470,1,0.630397
p1490,p0475,2,0.619884
p1490,p0467,3,0.592574
p1490,p1492,4,0.591431
p1490,p1486,5,0.585427
p1491,p0032,1,0.817205
p1491,p1436,2,0.807899
p1491,p0875,3,0.805158
p1491,p1361,4,0.795934
p1491,p1548,5,0.794051
p1492,p1473,1,0.767120
p1492,p1475,2,0.746221
p1492,p1477,3,0.734415
p1492,p1482,4,0.729568
p1492,p1480,5,0.725055
p1493,p1476,1,0.817235
p1493,p1688,2,0.812854
p1493,p0097,3,0.808922
p1493,p1693,4,0.806790
p1493,p1690,5,0.798464
p1494,p0536,1,0.825661
p1494,p0580,2,0.822915
p1494,p1644,3,0.820523
p1494,p1123,4,0.820145
p1494,p1566,5,0.811474
p1495,p1482,1,0.773453
p1495,p1086,2,0.760947
p1495,p1386,3,0.757164
p1495,p1471,4,0.752025
p1495,p1395,5,0.748862
p1496,p1497,1,0.608096
p1496,p1492,2,0.599141
p1496,p1495,3,0.590514
p1496,p1475,4,0.560214
p1496,p1057,5,0.537224
p1497,p1469,1,0.697324
p1497,p1468,2,0.683635
p1497,p1475,3,0.681133
p1497,p1467,4,0.670419
p1497,p1476,5,0.647388
p1498,p0618,1,0.835862
p1498,p0619,2,0.827636
p1498,p1050,3,0.825535
p1498,p0746,4,0.814013
p1498,p1140,5,0.811571
p1499,p1542,1,0.786977
p1499,p1501,2,0.762718
p1499,p1098,3,0.750109
p1499,p1035,4,0.740667
p1499,p1659,5,0.739698
p1500,p1501,1,0.873766
p1500,p1670,2,0.829191
p1500,p0729,3,0.822639
p1500,p1502,4,0.822296
p1500,p0981,5,0.821425
p1501,p1546,1,0.883076
p1501,p1500,2,0.873766
p1501,p1092,3,0.859531
p1501,p1387,4,0.855550
p1501,p1063,5,0.851652
p1502,p0981,1,0.839839
p1502,p0728,2,0.832496
p1502,p1500,3,0.822296
p1502,p0926,4,0.814411
p1502,p0638,5,0.814010
p1503,p0979,1,0.766764
p1503,p1519,2,0.741407
p1503,p1502,3,0.740645
p1503,p0976,4,0.737538
p1503,p1510,5,0.729302
p1504,p1223,1,0.846971
p1504,p0769,2,0.837586
p1504,p1548,3,0.833819
p1504,p1040,4,0.829245
p1504,p1649,5,0.818318
p1505,p1369,1,0.867422
p1505,p1649,2,0.829668
p1505,p1640,3,0.828586
p1505,p1219,4,0.824295
p1505,p1178,5,0.817796
p1506,p1505,1,0.794305
p1506,p0773,2,0.777602
p1506,p1552,3,0.763778
p1506,p1518,4,0.750320
p1506,p0868,5,0.749517
p1507,p1056,1,0.986854
p1507,p1190,2,0.854186
p1507,p1502,3,0.792245
p1507,p1498,4,0.790701
p1507,p0618,5,0.780633
p1508,p1061,1,0.968383
p1508,p0663,2,0.843367
p1508,p0620,3,0.843357
p1508,p1060,4,0.833845
p1508,p0958,5,0.827274
p1509,p1043,1,0.997888
p1509,p1085,2,0.997762
p1509,p1230,3,0.997006
p1509,p0961,4,0.996825
p1509,p1702,5,0.996575
p1510,p1501,1,0.790114
p1510,p1008,2,0.780783
p1510,p0925,3,0.777102
p1510,p1267,4,0.777084
p1510,p0922,5,0.774951
p1511,p1714,1,0.793659
p1511,p1582,2,0.781179
p1511,p1550,3,0.778442
p1511,p1209,4,0.772561
p1511,p0141,5,0.766043
p1512,p1556,1,0.787404
p1512,p1534,2,0.773021
p1512,p1708,3,0.752841
p1512,p1639,4,0.735601
p1512,p1589,5,0.721975
p1513,p0770,1,0.827127
p1513,p1311,2,0.806012
p1513,p0517,3,0.796922
p1513,p1676,4,0.796040
p1513,p0775,5,0.791120
p1514,p1196,1,0.741503
p1514,p1053,2,0.736856
p1514,p1191,3,0.733121
p1514,p1197,4,0.729376
p1514,p1275,5,0.714246
p1515,p0748,1,0.849580
p1515,p1254,2,0.838113
p1515,p0746,3,0.832579
p1515,p1287,4,0.831965
p1515,p0948,5,0.830031
p1516,p1556,1,0.796374
p1516,p1024,2,0.772715
p1516,p1531,3,0.750976
p1516,p0928,4,0.746682
p1516,p1526,5,0.743918
p1517,p0927,1,0.827672
p1517,p1669,2,0.824991
p1517,p1559,3,0.820204
p1517,p0748,4,0.817888
p1517,p1523,5,0.807157
p1518,p0769,1,0.833801
p1518,p1146,2,0.822836
p1518,p1206,3,0.818443
p1518,p1223,4,0.815256
p1518,p1542,5,0.810253
p1519,p1520,1,0.800478
